target_id,temporal_cutoff,sequence_length,normalized_sequence_sha256
3J45_5,2013-10-23,108,0f676a684ab7218226664dae1f3e8ebda3c053924a2ed6e2374e65994331e4d1
3J46_3,2013-10-23,44,3ad0ede1c7623647fedc4a5e746568eaf4f1729584645d61f52f1ac8fed16e59
3J46_4,2013-10-23,109,0c9005481062e31deb40a0863110ff0a5fbfdba89d62093da2eb85f49b648141
3J5L_A,2014-03-26,2853,26dd4da4a1b96f0c2a672f1ed53bc28311ecaf893310c1244f8eb12b4375c9bd
3J5L_B,2014-03-26,118,e7bc27a1b5ed5a60c0a561fe8b788b0c43e63635202d308625f9a6c847a71a03
3J5S_A,2014-01-08,174,802bf6e569fffb4d1bc7f28cc45557446414d931b3be0f5862e377589b4f9aad
3J5S_B,2014-01-08,32,2c5fe55bf0965bf5168b0349a44e6fd09d1abc15d4ee8e135ef0730e36a04b46
3J6B_A,2014-04-09,2713,f5947c9ded0646288b935cea49bffdb4fe65db0d0b9fd992cae26f8d5e2622d5
3J6B_e,2014-04-09,20,fe337ae335932855fd5633e2433672cc1bfd9e790ab04c0d2553b411792621e3
3J6Y_2S,2014-06-11,3308,e1afdef50e43c455cabda6012d529b0946493e8e914e946c7cf87912995861cf
3J77_2S,2014-08-06,3287,b2f7530fdc7ab0ccc6d5640993fdcfee9c311d51199de1605cfbb6878764e394
3J78_2S,2014-08-06,3302,48fbf29e0523038e030aa98694e41f242712c2ea6835f3421f3cb7ffeacce89e
3J79_A,2014-07-16,3191,ca7859664347da68cbb7474d153a36583dbbff26019d67b5a8a8dad3c3e00c45
3J7R_5,2014-09-03,3720,8a20d4f6173281a563da58d0b3ab115ce13d79a3b25e8b66cf29bb9afc41be81
3J7R_S6,2014-09-03,76,d2199fbdcf24263ff9d68464b9ea38cf97a9ee68cc0c3d1b0cfcffe1fb41e690
3J7Y_A,2014-10-15,1472,35d06ca560a06bf3612001a83cad7378ead1a34d5c990f2f3d766d7325afb80c
3J7Y_B,2014-10-15,73,273725f07ff78e08f1ad159447923a8c04a5f21aa40620d7f7a78342c5d87bb8
3J80_2,2014-11-05,1779,6226cb5fb67d4b2a4db4722174b0308ac25bee003e2162ca28c09597eb4e9a31
3J81_1,2014-11-05,75,7f68f1a313f0086845eed239ca199a5f1774d8db523be88c17dc5f576f1968d6
3J8G_B,2014-11-26,2874,c836c15d1f627ee51d4c752d1876ce3afed963a5c07a3b65d2a1f47b22f6d8aa
3J92_2,2015-01-21,77,cc475a9b8a945a883c44e3a620f744e2ab42cccbf51640858b77c11c6d8c16f4
3J9Z_LA,2015-07-01,2904,a43ff7529989f30075da130d5c4d6de7ed46f4b6a146877e1c3bb6383a128b27
3JA1_LA,2015-07-01,2904,38b78d6f49bba4dab9df802608add6012b8bc1c8ff9f338be4a874a552d1cac0
3JA1_SA,2015-07-01,1542,103187db1d339e03b5ffeee6dcbc34fd0144a03846e1599549b9a2b7c18433b4
3JAG_9,2015-08-12,1719,8dc6404e80cdca5dfc6f57def48440706d32d66d1be0b08c232c396a90f97019
3JAJ_4,2015-08-05,206,5b4662c56a396a141f4e8ba67b8420cd4b1038d6d612f49adb2ce59142598480
3JAN_5,2015-08-05,3658,da92048ec7c282565bcb7005f0fdc67ffda52534f7b35699beee1bf781d08977
3JB9_C,2015-09-23,120,bc14ef4315f39fb60dd033756b6147542cd68fcfefd9e9db8c93c885a5825f33
3JB9_N,2015-09-23,99,347981630e8a339a07bd098d1a7d84c04fe61da9e66b31e463ae1d4109154fdf
3JB9_P,2015-09-23,186,930510a2f7175f7fc5cdf21d9e11c24b603939315f7655a8625cb37a88b7c673
3JBN_A,2015-10-14,1608,404c5e44950696348147aff5e1eb4465b97628b2e1359aee8808d17b1568aab3
3JBO_7,2015-10-14,75,435da7a146a90a91604b412d3b94309292c95bfefca73945a32352bda2694371
3JBO_AA,2015-10-14,3192,29cd64a8d30d4d5069e9e7698a69b632efd2f883e3aa876ecae30bef12c2f34e
3JBO_AB,2015-10-14,118,8e2cda66303e38193f4f383b82f2f65440ab2917ecf6ab7fb84a12b322b903da
3JBP_7,2015-10-14,74,9d7f0d5d3e93d44e40c35c69467b6ae2325ef46c579ef4579372c02d835774e3
3JBU_v,2016-01-27,76,1c6f635e55cb42433e8c30a56cb9eb32a8c04602c96e13548a1a023b17f5688a
3JBV_W,2016-01-27,75,28428d64ac90ca2a008c6211adf6573c59eebdc0959c6619da0a82646368342d
3JBV_a,2016-01-27,120,377cc53522f8e6ba36bf361ed06ab1c9189430fb447e2b7f6d1e5967a725ff9d
3JCE_a,2016-01-13,1533,e8ab3b877ffdc7e02c941302b6c2bca7084ef9928ed96297dafb2c896c7844de
3JCM_E,2016-02-24,85,57e11295f83ef9ac1424fea3433c71efff34124f48c83b04df2833198e13b430
3JCM_F,2016-02-24,214,b8338b9f8bf8d3bce735a50ff2b28d53001b2b6582fae77d3205c82394436398
3JCS_1,2016-07-20,1538,8c5389625892b77450f251df71e3474ffa2c1e4010206b732c7f4e6efb407689
3JCS_2,2016-07-20,1093,6a3027004fea6deae20628fce90d92de620b5706a76e1bc129d623f445f861d0
3JCS_3,2016-07-20,213,56d31ac1b454c3fe37121cf270788171a49d7ae2b4bb4588d95953b0c9f0ba4c
3JCS_4,2016-07-20,183,fc4102b9e7f3ec562335e6cb16a5d4e19dfa545e31120bf113f8beb92c30452d
3JCS_5,2016-07-20,133,5a7f2acc6dee4e1a58cb96fb796a1559487c14c01f393169d92cb38250dbd767
3JCS_6,2016-07-20,76,5eb066ac5a3b12d4d9b202be3d0eb451ef38b7e45021a7cbd7d767ef9f016dc8
3JCS_7,2016-07-20,171,49e5ae442a37a93b59b6dd0c2a042a59931cd7b9816deba2da236879d387de29
3JCS_8,2016-07-20,121,6d0bee69017e8a1cda262429c1255fcf9a26293bf841dd8a0d7ab05d2a92b457
3JD5_A,2016-07-13,955,d6910bcba45c013d587a408743f6ab666b96f9e26047db32477e42b97b750437
3K0J_E,2009-12-22,87,f652a7c9ed03d108b4dea2bc32c05d6509aec51d798665f1bbd386260a04c7d5
3K1V_A,2009-10-06,34,ba3b034d96e41813c33a607507c245591afafaa059b3bc87a25308e24ec48d4f
3KFU_L,2010-08-25,76,61f4c722007e27749752721dde1d7e9abdb8dbb142958a91ba5ffa0d80cf2fb0
3KFU_M,2010-08-25,76,61f4c722007e27749752721dde1d7e9abdb8dbb142958a91ba5ffa0d80cf2fb0
3KTV_A,2010-02-16,108,d9720a80cdd3f57e7951c9302092ffac017d19eb34e85b6f52f1fa8ae1630492
3KTV_C,2010-02-16,108,d9720a80cdd3f57e7951c9302092ffac017d19eb34e85b6f52f1fa8ae1630492
3KTW_C,2010-02-16,96,bc6fd0d5d8cf71cb31836eaaa40f388b043a49054194363f023d0d58f937f0c1
3KTW_D,2010-02-16,96,bc6fd0d5d8cf71cb31836eaaa40f388b043a49054194363f023d0d58f937f0c1
3KYL_E,2010-03-31,24,11379bc9a9b9aeb2ca8891c54594ab8943b6082076362293e696f90e9538afba
3LA5_A,2010-01-26,71,28e4401839f830154454f3ae9e5fda9ae3a85615ee8db24351b6ec3eebb502ad
3LWO_D,2010-07-14,58,d63ec06ed4fe370cee00a91f7dc796d2d596251c5c19bbb24d0432d951d9a6b9
3MJ3_B,2010-05-19,29,ed721b34a1578571fa95d749df4bc5a0160e25df72e6c9f9e962f2d097115733
3MJA_C,2010-05-19,14,f68994cac33738a01485b1865a5a194756a2e45dae2b544ae4b4ecb4c3ab744d
3MOJ_A,2010-08-04,74,4dfcebfd4c015afc10e1a432a8e0bea85df6a94d255578323bc4b7ec5387d2dc
3MUM_R,2010-08-25,92,5b8b56cd29aacedc126cc483266d98f22d09af7fbc4c080eb3c28beb9d458600
3MUT_R,2010-08-25,92,17bdcb410af4d69784869fed52edc22c04332297d4ef1b1a1b52031e467fda15
3MUV_R,2010-08-25,92,17bdcb410af4d69784869fed52edc22c04332297d4ef1b1a1b52031e467fda15
3NDB_M,2011-02-23,136,9c5f96342ba05490ece255733c3750edc93d35bd6f68405b406cd0b6e66b4ff8
3NKB_B,2010-09-01,64,1edf4918f7b6f20b174e5bc5e1a0ed8854943fc2e3021c8a694da096e337a314
3NMU_E,2011-05-25,34,3e6cbbcca5d9b639d0d4eb4773f8ef2d49e35d83436055b23f290bd770d6f601
3NPN_A,2010-10-06,54,a47779e9a90e3c15891c6526c3da182400e5cfc7a910c69163e40c7c475ee846
3NPQ_A,2010-10-06,54,c589987e5766c7fd58726e75980fa4e850d3920cc73c929474d9efeb69ffe5dd
3NPQ_B,2010-10-06,54,c589987e5766c7fd58726e75980fa4e850d3920cc73c929474d9efeb69ffe5dd
3NPQ_C,2010-10-06,54,c589987e5766c7fd58726e75980fa4e850d3920cc73c929474d9efeb69ffe5dd
3NVI_F,2011-07-20,24,4640f0e837e09add33eba3007ccc8697a89030c61a850d7fe1fd6731fee0e3be
3NVK_K,2011-07-20,34,3e6cbbcca5d9b639d0d4eb4773f8ef2d49e35d83436055b23f290bd770d6f601
3OIJ_C,2010-12-01,14,75696042391fffba15cf134c7da510923ae403d22c80d830b3a57ab6eae988cd
3OUY_C,2010-12-01,35,1efc4f0b34f546da230b1538dae1058a1a2de6ab387a612f76fa808708f140a0
3OVS_C,2010-12-01,34,0b0cea5339941bf0ee75b2b1902d1691e23bab0c09989e87285f2a47cb2db906
3OW2_0,2012-06-20,2754,83d86c6d3fef302ed0a17553e0029a641b460c3f7119b5e0a59196441486d06c
3OWI_B,2010-12-29,88,6ef5c095b9a44f4001c8185373e08a8d98a7468240ffdb2b238f8133f8ed00de
3OWW_B,2010-12-29,88,6ef5c095b9a44f4001c8185373e08a8d98a7468240ffdb2b238f8133f8ed00de
3OWZ_B,2010-12-29,88,6ef5c095b9a44f4001c8185373e08a8d98a7468240ffdb2b238f8133f8ed00de
3OX0_A,2010-12-29,88,6ef5c095b9a44f4001c8185373e08a8d98a7468240ffdb2b238f8133f8ed00de
3OXB_A,2010-12-29,88,467cdd6084466f318356ac71af77214a62a5ff7e85865605f8ae8485a32035b8
3OXB_B,2010-12-29,88,467cdd6084466f318356ac71af77214a62a5ff7e85865605f8ae8485a32035b8
3OXD_A,2010-12-29,88,e3f6011ee82682867fabb83bb40bbfaf9fb68def58661a436fc7885e45569e52
3OXD_B,2010-12-29,88,e3f6011ee82682867fabb83bb40bbfaf9fb68def58661a436fc7885e45569e52
3OXJ_B,2010-12-29,88,6ef5c095b9a44f4001c8185373e08a8d98a7468240ffdb2b238f8133f8ed00de
3P22_E,2010-12-08,40,ff4200e9f4cf407528a6939502617d0f877519c10b0217f21c41a875408ce5d4
3P49_A,2011-04-06,169,1880599662b7e6894252e1cb7a83c3ba58a165e8f563d404cc05656ec9acd3be
3PDR_A,2011-02-23,161,d87aaaeb7468b93dc1c31e378c6da59fe1665579564c2aa3c021905109cccecc
3PHP_A,1998-10-21,23,261b0fa4e3a6c14eaf25dd59b3d80d0e3ea291a02f8b1ebc4ebeb40746c0f127
3PIO_X,2011-02-23,2657,f096f3d2ac329acc4862bdab7826981003624d15012f20ae3191e258a575708b
3PIP_X,2011-02-23,2644,444afcd7d8bcf87dff8217eef982b1b314dce3488650689b59f1fd40b1d718ab
3Q0A_D,2011-02-23,20,126922f41ab6390574de402d52ce8712cc4e26cd6830b9a572d0eb2b4fc11cbc
3Q1Q_C,2011-03-09,86,9168e591430168a077260026166fbd6c2471eab5c2d0b8c37dea23a4c5c28ab0
3Q1R_B,2011-03-09,347,7940c9d96ffd29b85d6eaa7b73462adb817f64ea6e3991a4c201105aa35deb25
3Q22_D,2011-02-16,21,e462c05b8bd111e0feca90ef010fc9534804d47b557b983156e3c0b1d1caa233
3Q23_C,2011-02-16,20,4672ec08eebbe5d2dbd0b119e5332f8376ebe59851a960ef3006c5be916ba5f7
3Q24_D,2011-02-16,22,92f39e904985e111919f64a77be3af2d035f2facbe4fa25ea33ac16ba5cc00f8
3Q3Z_V,2011-05-11,75,92a8766ebb8afb3dfe47afaf4496afcfcb0527e45d108434ef158435153384f5
3Q51_A,2011-05-18,33,74587d4e5f92cb8e93340faef67356fa1592fa31850000046a6554e92de644d8
3QCR_A,2011-02-16,11,3fc04414eb03ac301c79c4a416c739d75151d0d0614c98c7e0d8dff6003f39ef
3R1H_C,2011-08-31,130,6820af994d1b527f5db5fdaa6ced4701acf6e93d84cad458f3a8d9d8d7e4068e
3R2D_R,2011-06-22,12,41fc6d003ad096ffcb2a8882539a1dd08fc700e51e6009b09618132cdcb0f678
3R4F_A,2011-04-20,66,5d1aa3dc59872e90092ae808c12e3964481c7e253dfc5477efd88df67c8435af
3R9X_C,2011-06-22,35,5bd8254edd54daeb519545efa8190580ac550edc11c14192385834683ff53837
3RG5_B,2011-06-08,86,d8ef19281939da238a7efc622772e6f39ebec37032f95bbb804696c8a765b425
3RKF_A,2011-08-17,67,74f7da87ee4eaf84689864d7063ca5341b9d7474c92671bf6eae5e62e8711e34
3RW6_F,2011-08-10,62,96688dcb94adeceadaf3fdb75841d15aaf7f7dd7b52f477603f113dd5901b1e2
3S8U_A,2012-04-11,27,c6c82109cb1f7e311a94a80afa0a541adba083b13fb2c59a4e9fc0db5d765afc
3SD3_A,2011-09-21,89,831bf0accb57ada5d69b5d13cecec48343d95e89ab8c6ae302a063904cd760e7
3SIU_C,2011-08-10,28,74aa229da082cd55a9ab0520a84cd21f626fee60ab2c4d7b0614e9a49c8e9353
3SIV_C,2011-08-10,32,216ca4582954056326d79610110a21fe2fcc450fb75ba32905ca861ffd751bfe
3SKI_B,2011-08-17,68,bb934d2450bdcc9fc12a30f56947d04587172aedbd61655624ce028acf582151
3SKW_A,2011-08-17,66,2c4731e3fe65d100d8d0360152f88c97e05b783d54da8774696c157e13412182
3SLQ_B,2011-08-17,68,bb934d2450bdcc9fc12a30f56947d04587172aedbd61655624ce028acf582151
3SN2_B,2011-11-23,29,f2a4e03708c508c5d24b84230a9a66a20c8bd8ea659f1fa9a23aeb8d9081e35a
3SNP_D,2011-07-27,30,da6dc2c157b6f5aa823bf48bbf3631d53d74e63971f93746b2b30a528b9c54a2
3SUH_X,2011-09-14,101,02c8c948a6c9bb5f6ce7762fdefdec4016519193508974188646cacea8f66bac
3T4B_A,2011-10-12,84,22d283a5bf82d70288ba339103f24c23d331cdca73053e8e877ddd8802689b8a
3TRA_A,1987-11-06,75,5c75aee225e2a845d327e94bf67b43c27b4c214df2bfd57e7870893c2a418cde
3TRZ_U,2011-11-16,21,e7112a2dd0aea9fb5aee68be94ff8da8597fed02cf1eec36ab2199643a1d7d69
3TS0_U,2011-11-16,23,b36424f892a1b5d8da6fc5dfb364c957cea9c5a31ef3c79d65b738608d61d953
3TS2_V,2011-11-16,24,bb98e29b0a6df84f92a4d449a2bc6852a36b166826e02740309c88f721135b26
3TUP_T,2011-11-23,76,e46f9fe2ad3aa24320797a65ff77d517b9412124c899e94b2c535d650f31b2a3
3UCU_R,2012-01-04,92,f645a90a8678b84bbd143fd296d64b8d51c7c080446556ddaeec9abcd9098436
3UD3_R,2012-01-04,92,8c3e8f2d1eabe6edbf3027e69129694f6e102e72663bfa84bb0571a4eba903df
3UMY_B,2012-10-31,80,14f354481b4c0a7411134131b27aa1688c72cc8ccebf82193e0320113eea8749
3UZS_C,2012-07-11,28,94f70b3e7c6f7dd1868feec41e4c3be9d664790a14dff92b279c6417449b648e
3V7E_C,2012-03-07,126,73bb6931bf4ecede92b22c654e33980300d1f71cb888487004567cea272cae1d
3VA3_C,2012-07-11,12,6e996eba9389e073679ed2f81ba3ae3aadede046926600fd03637cc22a438e27
3VJR_D,2012-09-12,36,3a716a5268bac44ab03a0bba65c9f632a8164680aa3a37c67e588e819b3f97ca
3VRS_A,2012-05-09,52,6dc4922a7a56188b5d33a0cde6b3cea2c61c5957df5501e445c7f41b1efa1e96
3W1K_G,2013-06-05,95,ce88e176470db29be3d41d6b66951eb3c55c4bc534d71188576718b1418c271c
3W3S_B,2013-02-13,99,3e0da67d446e18087c05878e8cddce097b0d7e8b953aa292ae9d41c18455e873
3WC1_Q,2013-12-18,75,43a552fadeddf885b7e8c307ba1a3ac01d37264692134057668487935bf7b846
3WC2_P,2013-12-18,76,e39f4aeee49d75e48e173a08ec3bf707d7b8b52af479c0812ab2b158f1618146
3WC2_Q,2013-12-18,76,e39f4aeee49d75e48e173a08ec3bf707d7b8b52af479c0812ab2b158f1618146
3WFQ_B,2014-01-01,73,b1cf33be3e7774459331ac3161c514175ace50c0884f7a50a76bed73394f1f63
3WFR_A,2014-01-01,74,ac13c3271018553cc9653dfdbb0bf6627ba6bb66ea75ca729d0e8bda523a2d1f
3WPD_C,2015-02-11,10,4a5f360f7761856e05319276fba62e6bbfff3313e1ac12f6583256eafe8148a4
3WPG_B,2015-02-11,11,fdf734415a65d4009b6d7bf689a22db36e25a1018ed57b83a0647ceab20bbb47
3WPH_B,2015-02-11,12,8261d23d4441f10316755b3b0072912c41d2847ba8ed5848ca0bf7a05d1c8acc
3WQY_C,2014-06-18,75,5e833980a6a76e623bce2c8cb8df3637f82b712b6b5dba0da66041986968b574
3WQZ_C,2014-06-18,75,68ee1f675869a95c5c1e97f2c005d970ed373eaa9a305ecc98dc8319c091392a
3ZD4_A,2012-12-12,43,a4b46f083a20bef5fe3542f34784a2c8304f24c441b022e78515db61d9ab6aa8
3ZGZ_B,2013-01-30,88,cf018c29372160d7c6c8bdcb600489bc8b88906cbd08baaaefe8590315271632
3ZGZ_E,2013-01-30,88,cf018c29372160d7c6c8bdcb600489bc8b88906cbd08baaaefe8590315271632
3ZJT_B,2013-04-17,88,9d3164bc96a1bf069d1db2515e55859e986605e5c55c09022ba79ea43cae68c6
3ZJV_B,2013-04-17,87,990ed0ebe9a0bdf3019582012d6a3c1a74b39eba99ece7af683134a0daadd124
3ZN8_G,2013-03-06,88,ba28506ba9f4d2abceef200f5ce5000f5df2c73cc703e47627cf3c6b2516665c
430D_A,1998-10-07,29,adc5e0ee2c05f122192b1d21d988908aad3a7d468a901517a8fcd6701e165843
484D_B,1999-10-14,27,31b88bf157b45c65b29f70c2e909e05a3030859ec2608d62970e0bbd68d82491
486D_A,1999-10-04,74,a4a0478783708a7d20baf000cfec446dfa6b5f3e17ec39a778cf8faccb17cd98
486D_C,1999-10-04,72,0ce51973e0142156e3123d7561f198fe2e7d381e5391aa9c20adda867504ee9b
488D_B,2000-03-06,20,57938ab32950b85623ccfbd7314dd07d33546c1b0d0c3ed3d79641109f1cd372
4A4R_A,2012-05-30,22,2cf467f44c32e540c216c4ae516be84f4aa4d3aff157673918c3783df51b763c
4A4S_A,2012-05-30,22,e2472c4869452a0626bd9e0284f58bfd2705ad102a37677f679236ec8d3631d2
4A4T_A,2012-05-30,22,3bd3e5191b13ac4f1057a2ea5bd17e17cc1aebe42ac48d7b3637c72639993aec
4A4U_A,2012-05-30,22,a03a59a381f911f17ad7e41ca88e5638f9f759be0546f3e468fd0b4c11e64dfa
4ADV_A,2012-02-15,1410,3ce937d6c382b25f02ae8bf4409fb51bf81150a59977b86b489e0428db19f0e9
4AL5_B,2012-06-13,20,d24ddf0120bfabcfb8cfa970593071fdcd11efb6ce324335d5cdacc53558009c
4AL6_B,2012-06-13,16,5fee8898c5eb7ef99d7963694748d5a83b54b146159c49c1551e22373062fe57
4AL7_B,2012-06-13,20,d24ddf0120bfabcfb8cfa970593071fdcd11efb6ce324335d5cdacc53558009c
4ANG_R,2013-02-27,20,2a3781089e09bb3774b1085fcff2bfa4b7cc283266d1a15d9c109c0bcb97e87e
4ANG_S,2013-02-27,20,2a3781089e09bb3774b1085fcff2bfa4b7cc283266d1a15d9c109c0bcb97e87e
4AOB_A,2012-05-09,94,4152728c15b0a55b88630db2416844c6ba0f763b0eb8515ccfdaa102556665e1
4AQY_A,2012-07-18,1510,c9dd98cd3be777a56e1cfab5f2d16b4f11fede26d55eba1122e3dea7b4edbe9f
4ARC_B,2012-06-13,71,a1f487d716aca1fc49d17dc6766f80a2376184f4e2660ba32f5c53ebf86c215e
4ARI_B,2012-06-13,87,b28fc96171e069fc86abe7a3df49904e5997448cb12a5f25cd84e48daaa840b4
4AS1_B,2012-06-13,87,b28fc96171e069fc86abe7a3df49904e5997448cb12a5f25cd84e48daaa840b4
4ATO_G,2012-12-26,34,a99ef94ada6e4acd2aa7212e10e72cf45921785ede589b5c0e734244380c2da7
4AY2_C,2012-10-03,20,b921947d0464ecdb8fe77e92bf15d7bf8450a8dd91bdfe22573eb750c5fc01a0
4B3M_Z,2013-08-07,16,bfc79580284bb45001670c6859a76a1ff1bd21d6d8e75399564826ede34fcf35
4B3R_A,2013-08-07,1512,f4e1c04511dcfb259f100c52f2778605584372633a0b2f2fcd9d2f721b63d068
4B5R_A,2013-01-30,94,800d7447011941d9f289bd23c1f37df4e308bc3166066a29e7216c4db2c4d48f
4BTS_AA,2013-07-17,1717,eaf8a6da1fc58a8713a308db19552fec385881498008021b7ce6017431c4e8ee
4BW0_A,2013-11-06,26,40d4d374221fee2a81cf534c48999fc19f48ea62dc45b1d5cb9048538983a79a
4BY9_B,2013-10-09,72,2dd46f98401e7bcd22c38000b0a396e5b693fa7766d300d6dc73484cdef73b29
4C4Q_N,2013-10-30,233,8dec212b3aa1b2c2519f85a05f7a6386ce7c3d5a40dc5a083163373db002f747
4C4W_D,2014-02-12,35,86acac49800c19e45d381e13d8b42b1d40f0333c9b11077b19678cf2f9bb8bcf
4C7O_E,2013-11-20,48,9a9926a3f047e4210461c0bc529b20f991a120d11ffdfb6d9d848896594083de
4C8Y_C,2013-11-06,16,a9fab302f4ba7b8e79af06896ae2b957038200bd572954d38ef67d8138ce33e4
4C8Z_C,2013-11-06,28,7bd9bf379c47e8fd5a49813f7e58c731060a2c6cf9b43179ab70d5d3f88b83a2
4C9D_C,2013-11-06,29,f732a89ec7c5205165bb9488a3887b3648de2714f7c4a0b6389af7495f59d35d
4C9D_D,2013-11-06,13,836d52c9c3c08ff814a68c3976e732568fe594c6a8ed2cd4a6590308d74ac228
4CE4_A,2013-12-18,1444,54189b2699a5b488e6818b2b28055c7261dda6eb58b7c1778e9f23236c12d367
4CE4_B,2013-12-18,29,a7951e0ca2e9612a985a36747309822a67a9b8c1a5abd848c03e82216c85f1b3
4CSU_A,2014-06-04,118,e7bc27a1b5ed5a60c0a561fe8b788b0c43e63635202d308625f9a6c847a71a03
4CXG_1,2014-07-16,135,fd3b5b11a09e10ceb61ced4557bbd2cdd6463936e5c0367a4ab6248d294592fa
4CXG_2,2014-07-16,50,06a3db340d44bf2afe9c6ac3a89ae13d3686641bdf65a83ddf43baa3234b90fb
4CXG_b,2014-07-16,17,8fff5673b75bd13782795e113facad20603c5953541b481fb7cd978221c0d582
4CXG_c,2014-07-16,19,2850c613ff60c97559dfb92a47071b607cc7ffb063921e8fc207fbeb272116bc
4CXH_Y,2014-07-16,76,7c6518427d6755b52ab6659dff8794c86c3383fa5e3c2317f5e87234b6d1c76b
4CXH_a,2014-07-16,48,4e8ab845e57bf25f9d0d197dad956881a021370092431e451223db6064b39ea5
4D5L_1,2015-02-04,1742,cef99b40c423c1312f9de44dd4c077b88a1bca432dbb3b2fff9dc7c0d436be91
4D5Y_2,2015-03-04,3616,0eff58b4ced7320822b543e4eeb7a0accaf733bd932bf6408cbf60d098d7b33a
4D61_j,2015-03-04,201,f2bea7e5a5e0cc180d30cba55757b4fdacea5905027e62510838bf728dc02220
4DR3_A,2012-11-14,1498,af410d9478ec04bc563fdf9a3c50f50617921ad9df5b5044e19c8cdeeb1a936b
4DR4_W,2012-11-14,15,4dacc75d9e9ab4b87435f454670b0e461b5e1744e043050edfc205820e9cbd06
4DR6_A,2012-11-14,1500,13cc880030d2b8339976558f1941a89e5549b384d59abee3493a70f333a7721b
4DS6_A,2012-04-18,422,3eac879c4a55df831278eca2bbaf7d6daf3e29921cccca9fc737127a1904eac4
4DV0_A,2013-02-27,1498,b05f52e14ebcb51136a78e312eda11c5209016094b4eb862a1bfab55457a4c4d
4DV2_A,2013-02-27,1498,15daac3ad5ebbe1862a9584f9a816503d631bdc2c75acdeb0ad9f1d54854aeaa
4DV5_A,2013-02-27,1498,86de1472eb70454210fbbd9f1dc42ae09d9670bfa6c7fa362428bfcf06b5f3b2
4DV7_A,2013-02-27,1498,8b2e54dd4ca4c7196b146ebcc0630dbee93e83255717bfa59e4a85afbeca1881
4E8T_A,2012-11-14,393,88e86281fb0fe0b33e7aade03dc58953f3609c30cf884ee322231e4edb0ce1e3
4E8V_A,2012-11-14,393,88e86281fb0fe0b33e7aade03dc58953f3609c30cf884ee322231e4edb0ce1e3
4ED5_C,2012-05-23,11,66548563ee7988e176832fb8ea53c84817b89232c947c37934f1d545383ad4f7
4ENB_A,2012-05-09,52,6dc4922a7a56188b5d33a0cde6b3cea2c61c5957df5501e445c7f41b1efa1e96
4ER8_B,2012-08-15,32,74c0e91d11c04cc43f6cc208206cd01994e841d5c031b3ab33818ed204ef8295
4ERJ_A,2012-07-18,161,58db505f184a91565608632ad7b68ea62e1f5e8fa94f6e6568b1c65ec33845e2
4FAU_A,2012-11-14,398,a2441f37074973d7f41f21cb3afae1d4c674a83ffb6eda9d3a438a52100afa7e
4FAX_A,2012-11-14,394,0b68d10e6419e4b188bccd9b706717e28aea83787263de3fa1f982b8a0d560a4
4FB0_A,2012-11-14,393,79aa6bba64a25e5a20dfa8dc19df77e2d6dd83a8d62ca734e9214336cde52ba7
4FEJ_B,2013-02-27,67,940394e184e68930700dcce990e8acaa7b6494d731763b64bdd953033fb84350
4FEL_B,2013-02-27,67,854a4682678dadea70d56d14d47e049dc64041513a0787ad976f895299c7eef8
4FEN_B,2013-02-27,67,30f1f3b61f1e2a6b99aefbe372e9147f4ee686b7dce3259524c0fa2718578867
4FEO_B,2013-02-27,67,c61eb5ad035b96e19eb58653d9fdf9ce0e37209ee5f14a10091a09a842ac3237
4FEP_B,2013-02-27,67,2162834ff1dc387910abcf221b56a948053e0fcba45d07ce2c372057cc20543e
4FF1_C,2012-12-12,20,77ed4d002c5ecd168f6436b30c2bbace2f996ad982bb9d82732754793a394732
4FNJ_A,2012-10-17,35,86f2cc720e275e8d74a16f069fe04101240f4c1d8884651102c98c35cbe46b96
4FRG_X,2012-10-17,84,68e205acda9c354b0ffc88e3509989ee9065b836c4ee1a1322ff65c3b4b63ac0
4FRN_A,2012-10-17,102,6caf94478059be39dc41b4f1871fffcbb6cd52810714a024663b6ce170522310
4GCW_B,2012-10-31,76,3625cd87878de24ef0dfcbf41293833be7415c29a721d4e0f932b00b2b50a625
4GMA_Z,2012-10-17,210,7fcabf4e0778e8e9d5501c0d332743cbe04d32585cc56cf137bb1e38f3e34b5f
4GXY_A,2012-10-17,172,79cedf8de87eff1993763bac17a126fafdfcfe4c2f2bed3197d72807900eada3
4HQU_C,2012-11-21,11,e6007f586261444a9b9340e70b0fbda43d307a83c2f887df5b4f4100d2822cd1
4IFD_R,2013-02-06,45,d6a4baa6577fca207cf5a5283d39f82400037c20017e7fa3ca5c8cbd702e77d1
4ILL_C,2013-03-20,24,913529931af8c6159e29c5d12913725904971b1fda76f0a28dee3af95f22e199
4ILL_R,2013-03-20,24,913529931af8c6159e29c5d12913725904971b1fda76f0a28dee3af95f22e199
4ILM_K,2013-03-20,16,bacce25100f92f90e16ded20acc76c7d86a277aa9361161cd93853e9400ada8b
4J50_B,2013-02-20,19,6756fec41ebe134926ca19b7b259876b6447445303407392ede5796775031774
4JF2_A,2013-04-17,77,63365592a483f97d6b759e25fbbc797e1bdf368e1dbeab490280cc686220d9ad
4JI3_A,2013-11-06,1497,8b30a6e8eca5b24695dde94a4c6d36e775f1e253c546625a62577503ff3e4986
4JI4_A,2013-11-06,1498,f0734e44a72ee3695c3190b2206ab203f1c660977007f3d2238318124aa7c43c
